1,2,3,4,5
507672,162512,171732,457012,557241
507756,77428,121707,358507,431183
401217,71366,115486,349072,393357
369502,82390,121754,339490,442807
395070,71528,118981,345143,415797
730562,130132,265553,646355,877827
738047,133093,204231,638028,694351
611722,114118,181725,531841,658420
523982,104237,157208,451488,539130
549828,142225,166400,479270,658537
549738,103568,164913,477029,546575
938938,78986,122085,343671,387485
597478,81906,123608,342535,386284
738630,213346,224184,735944,585961
572786,111831,203156,504043,634026
749119,134835,211771,642305,782044
732030,129671,262321,641394,732893
577655,107555,181899,506054,576646
598362,157449,295618,619107,500317
450887,76711,124498,371544,422682
484740,84116,133069,415364,435646
397411,74678,119849,346778,395599
576950,107242,167690,505460,577626
728512,128068,216787,595730,811176
392933,74040,114691,340884,390351
1282642,217808,388811,894024,482125
430513,110500,200087,337642,387468
538035,93980,156334,542914,561523
428826,79930,134710,372113,417640
399420,75017,118922,370890,399983
425551,79938,185339,501708,419812
687068,128545,205306,601465,681337
646838,115508,192232,584241,642139
912442,76352,117959,345834,378977
546883,102685,165070,482451,548029
781255,137468,221578,677849,731925
457801,81339,138637,400637,455118
474718,84608,131847,387919,438840
424163,79901,128013,405102,423193
756260,135938,217724,690343,727793
683033,99316,117902,345457,393009
685689,121436,196445,573594,734239
533751,147774,214521,461495,524491
440387,82662,132846,385011,454273
549869,94980,150988,466965,432732
621160,121262,188114,607020,426103
682768,127030,207101,606765,677589
733857,138294,244008,510710,579709
397239,75189,119574,343038,392340
640999,118551,227045,509090,675670
1207940,276173,375835,930064,929673
529386,140230,178370,534503,547576
466088,109696,135394,531107,652852
473959,112787,145495,503538,441350
457940,83656,120619,334369,385465
666666,98232,167363,452595,519990
441892,83182,127667,383438,557056
430180,116267,157210,404122,507525
495836,92169,148771,437102,620108
662801,104356,179093,503986,573374
439316,83372,138927,379977,433405
1346893,198773,341474,1017349,1101152
645257,132160,223706,681732,637922
483431,88019,196165,428818,482554
532776,83044,127855,416359,617961
423078,79684,125887,368753,442799
667795,120500,186503,554968,638281
467348,81562,132560,399194,453709
618732,119716,181264,579082,692929
394414,76439,115017,339895,389475
778969,146191,232904,677431,785660
415658,111141,133665,465376,507891
822231,105888,134477,356112,403025
443689,126610,336833,596941,796954
423860,79242,122271,368784,420818
504948,98813,120451,344980,394520
394518,73973,113592,344790,438072
